datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weather
7/6/2012,32,24,27.3,37.7,24,30.7,24.8,87.1,1.9,100,62.5,23.1,196.3,1003.1,73,10.3,118.5,10.3,4,0.59,"Rain, Partially cloudy",1
8/6/2012,31,25,26.6,37,25,27.9,24.5,88.9,7.6,100,87.5,20.5,193.2,1006.1,85.6,10.2,168.7,14.5,6,0.62,"Rain, Partially cloudy",1
9/6/2012,30.1,23.6,25.7,37.6,23.6,27.1,24.2,92,7.5,100,79.17,33.5,201.2,1007.9,73.1,9.5,145,12.4,5,0.66,"Rain, Partially cloudy",1
10/6/2012,32,24,27.4,37.9,24,30.1,24.3,84.5,1.3,100,33.33,24.1,202,1007.7,59.9,10,183.9,15.9,6,0.69,"Rain, Partially cloudy",1
11/6/2012,31.6,23,25.7,38.1,23,26.8,23.7,89.4,7.2,100,75,20.5,235.1,1007.6,55.2,9.9,163.7,14.1,6,0.75,"Rain, Partially cloudy",1
12/6/2012,32,24,27.3,37.9,24,29.7,24,83.3,5.6,100,66.67,27,236.4,1008.1,54.2,10.1,163.6,14.1,5,0.76,"Rain, Partially cloudy",1
13/6/2012,33,23,28.2,38.1,23,30.9,23.5,77.8,0,0,0,20.5,253.2,1008.3,44.4,9.9,178.9,15.3,6,0.79,Partially cloudy,2
14/6/2012,33,24,28.6,39.2,24,31.7,23.8,76.6,0.1,100,4.17,24.1,249.4,1006.9,47,10.4,250.1,21.5,9,0.82,"Rain, Partially cloudy",1
15/6/2012,32.1,25,27.7,38.1,25,30.9,24.5,83.1,2.2,100,41.67,25.9,237.7,1005.5,68.9,10,142,12.1,5,0.85,"Rain, Partially cloudy",1
16/6/2012,31.1,24,27.7,37.7,24,30.9,24.2,82,1,100,33.33,29.5,234.8,1004.7,72.6,9.8,190.5,16.4,6,0.89,"Rain, Partially cloudy",1
17/6/2012,31,23,26,36.5,23,27.4,23.8,88.4,1.2,100,50,25.9,230.9,1006.8,88.9,10.2,90.3,7.9,3,0.92,"Rain, Partially cloudy",1
18/6/2012,29.6,24,26.4,36.8,24,28.1,24.6,90.5,7.4,100,66.67,29.5,231.9,1007.5,84.1,9.2,157.9,13.6,6,0.95,"Rain, Partially cloudy",1
19/6/2012,32,25,28,37.9,25,31,24.3,81.8,0,0,0,25.9,246,1006.6,77.8,10,236,20.4,8,0,Partially cloudy,2
20/6/2012,33,25,28.7,38.1,25,31.9,23.8,76.1,1.5,100,54.17,27.7,244.3,1006.8,67.8,10.4,161.7,14,6,0.02,"Rain, Partially cloudy",1
21/6/2012,33.1,23,28,39.2,23,30.6,24.2,81.5,4.4,100,79.17,20.5,257.5,1008.4,67.4,10,161,14,5,0.06,"Rain, Partially cloudy",1
22/6/2012,33,24,28.2,39.2,24,31.8,24,79.3,16.3,100,79.17,17.3,263.8,1008.5,60,10,133.4,11.4,5,0.09,"Rain, Partially cloudy",1
23/6/2012,33,25,28.7,40.3,25,32.3,24.3,78.4,0,0,0,24.1,235.6,1007,56.6,10.1,114.1,9.8,4,0.13,Partially cloudy,2
24/6/2012,33.4,25,28.8,39.5,25,31.8,23.9,76.8,0.5,100,20.83,22.3,247.1,1007.7,56.7,10.3,148.5,12.8,5,0.16,"Rain, Partially cloudy",1
25/6/2012,33.2,24,28.7,39.2,24,31.9,23.9,77.2,0,0,0,20.5,240.8,1008.3,40.5,10.2,186.8,16.2,6,0.2,Partially cloudy,2
26/6/2012,33.2,24,28.5,38.9,24,31.6,23.8,77.1,0.5,100,20.83,27.7,244.2,1007.8,47.5,10,174.1,15.3,6,0.23,"Rain, Partially cloudy",1
27/6/2012,33,23,27.5,39.2,23,29.5,24,82.4,7.5,100,100,20.5,259.7,1007.6,68.2,10,140,12.1,5,0.25,"Rain, Partially cloudy",1
28/6/2012,32.1,24,27.1,38,24,29.5,23.8,83.6,2.8,100,87.5,22.3,261.6,1007,64.6,9.7,181.7,15.6,6,0.3,"Rain, Partially cloudy",1
29/6/2012,33.3,23,26.3,38.8,23,28.1,23.8,87.7,7.3,100,87.5,35.3,242.1,1005.9,75.2,9.6,103.9,9,4,0.34,"Rain, Partially cloudy",1
30/6/2012,31.8,23.1,25.9,39.8,23.1,27.6,23.9,90,9.8,100,100,35.3,236.7,1005.7,88.3,8.7,116.2,10.1,4,0.37,"Rain, Partially cloudy",1
1/7/2012,31.4,23,26.4,37.7,23,28.6,24.2,88.9,6.4,100,100,19.2,238.1,1006.2,83.4,9.6,153.3,13.3,5,0.41,"Rain, Partially cloudy",1
2/7/2012,32.3,23,26.4,39.2,23,28,24,87.9,4,100,91.67,31.7,248.4,1006.4,88.2,9.6,144.9,12.6,5,0.44,"Rain, Partially cloudy",1
3/7/2012,33,23,26.5,40.6,23,28.9,24.5,90.2,26.2,100,100,35.3,268.5,1004.1,72.7,9.2,154.9,13.3,6,0.48,"Rain, Partially cloudy",1
4/7/2012,31,24,26.7,39.1,24,29.9,24.9,90.3,13.9,100,100,18.4,249.3,1003.3,77.5,10.5,174.7,14.9,6,0.5,"Rain, Partially cloudy",1
5/7/2012,32.2,25,28,38.4,25,30.8,24.2,81.1,1.9,100,79.17,22.7,226.9,1004.6,70.3,10.5,161.5,13.9,6,0.55,"Rain, Partially cloudy",1
6/7/2012,32,25,27.8,37.9,25,30.4,24.4,82.6,2.9,100,87.5,20.5,230.4,1006,75.6,10.3,130.4,11.2,5,0.58,"Rain, Partially cloudy",1
7/7/2012,32.2,24,26.8,38.5,24,28.8,24.5,87.9,5.5,100,100,22.3,214.2,1005.8,76.3,9.9,128.8,11.2,5,0.61,"Rain, Partially cloudy",1
8/7/2012,33,23.8,26.7,40.8,23.8,28.8,24.6,89.1,19.1,100,100,25.5,228.3,1006.1,81.1,9.4,153.6,13.5,5,0.64,"Rain, Partially cloudy",1
9/7/2012,32,23,26.1,40.6,23,27.8,24.3,91,22.8,100,83.33,14.8,194.4,1007.1,72.8,9.6,171.9,14.8,6,0.68,"Rain, Partially cloudy",1
10/7/2012,33,24,26.9,40.6,24,29.6,24.2,86.8,21,100,79.17,20.5,225.7,1007.2,75.8,8.6,139.3,12,5,0.71,"Rain, Partially cloudy",1
11/7/2012,31,24,25.6,39.1,24,27.1,24.7,95.1,22,100,100,24.5,214.8,1006.9,82.6,8.8,149.9,13,5,0.75,"Rain, Partially cloudy",1
12/7/2012,33.1,23,25.9,40.8,23,27.6,23.8,89.9,10.1,100,100,32.2,232.2,1007.5,80.6,9.4,153.3,13.2,5,0.77,"Rain, Partially cloudy",1
13/7/2012,31,23,26,39.1,23,28.3,24.3,91.2,3.7,100,79.17,40.7,186.3,1007.9,69.3,10,216.5,18.6,8,0.81,"Rain, Partially cloudy",1
14/7/2012,33,23,27.7,39.2,23,30.5,24.4,84.1,4.3,100,100,27,228.3,1007.8,65.2,8.8,165.7,14.3,6,0.84,"Rain, Partially cloudy",1
15/7/2012,33,24,28.2,38.1,24,31.5,24.2,80.7,6.1,100,79.17,16.6,252.9,1008.1,52.2,10.3,128.8,11,4,0.87,"Rain, Partially cloudy",1
16/7/2012,34.2,23.4,28.7,40.9,23.4,32.5,24.8,81.2,2.3,100,20.83,23.1,239.1,1007.9,43.9,9.9,164.8,14.2,5,0.9,"Rain, Partially cloudy",1
17/7/2012,33.1,24,26.9,42.1,24,29.8,24.7,89.1,7.9,100,87.5,20.5,275.4,1007.6,70.3,9.2,138.6,12,5,0.94,"Rain, Partially cloudy",1
18/7/2012,31,23,26.1,37.8,23,27.8,24,89.5,7.3,100,91.67,24.1,256,1007.5,67.9,9.7,122.7,10.5,4,0.97,"Rain, Partially cloudy",1
19/7/2012,33,24,26.9,40.6,24,28.7,24.2,86.8,2.9,100,50,21.4,264.6,1007.8,74.7,10.3,166.7,14.3,6,0,"Rain, Partially cloudy",1
20/7/2012,32.2,24,27.2,39.1,24,29.5,24.2,85.3,0.6,100,25,29.5,255.7,1008.2,67.2,10,150,12.9,5,0.04,"Rain, Partially cloudy",1
21/7/2012,33,24,27.9,39.2,24,30.2,23.7,79.6,0.5,100,20.83,18.4,249,1008.2,63.4,10.4,181.5,15.6,7,0.07,"Rain, Partially cloudy",1
22/7/2012,32,25,27.7,39.4,25,30.6,25.3,88,3.9,100,79.17,31.3,236,1005.9,72.1,10.3,178.9,15.5,7,0.11,"Rain, Partially cloudy",1
23/7/2012,33.1,25,28.7,39.2,25,32,24.3,79.1,1.1,100,45.83,35.3,237.7,1004.4,54.5,10.4,188.2,16.3,6,0.14,"Rain, Partially cloudy",1
24/7/2012,32,25,27.4,37.9,25,29.7,24.5,85.1,3.5,100,83.33,38.3,231.6,1005.5,56.2,10.2,177.1,15.3,6,0.18,"Rain, Partially cloudy",1
25/7/2012,33,23,27.6,38.8,23,30,23.6,80.4,8.3,100,100,26.7,230.1,1008.3,59.1,10.1,190.4,16.5,6,0.22,"Rain, Partially cloudy",1
26/7/2012,33.1,25,28.7,38.3,25,32,24,77.5,3.5,100,62.5,22.3,217.5,1008.3,53.7,10.2,227.8,19.7,8,0.25,"Rain, Partially cloudy",1
27/7/2012,32.1,26,28.3,37.9,26,31.6,24.4,80.3,1,100,41.67,20.5,237.1,1007.5,73.3,10.3,182.8,15.8,7,0.29,"Rain, Partially cloudy",1
28/7/2012,32,23,26.1,39.2,23,27.8,24.8,92.9,4.9,100,100,24.1,243.9,1007.8,82.4,9,180.2,15.6,5,0.32,"Rain, Partially cloudy",1
29/7/2012,32,23,26.8,35.8,23,28.9,22.9,80.8,4.9,100,66.67,22.3,258.9,1008.4,78.2,10.3,180.8,15.6,6,0.36,"Rain, Partially cloudy",1
30/7/2012,32,24,27.7,36.8,24,29.8,23.5,79.4,3.1,100,70.83,27.7,254.1,1007.5,72.6,10.1,186.7,16.1,7,0.39,"Rain, Partially cloudy",1
31/7/2012,34,23,26.8,39.3,23,28.4,23,81.3,3.4,100,58.33,25.9,264.9,1007.1,71.5,10.4,192.3,16.6,6,0.43,"Rain, Partially cloudy",1
1/8/2012,32,23.8,26.4,37.9,23.8,28.4,24.1,88.2,15.8,100,83.33,37.1,237.8,1006.3,83.9,10.2,242,20.7,8,0.47,"Rain, Partially cloudy",1
2/8/2012,31,23.1,25.9,37.7,23.1,27.1,23.5,87.5,3.1,100,79.17,29.5,238.5,1006.3,80.9,10.3,145.7,12.6,5,0.5,"Rain, Partially cloudy",1
3/8/2012,32,24,27.6,40.6,24,30.8,24.7,85.7,1.8,100,58.33,27.7,238.1,1006.5,71.1,10.1,237.9,20.5,8,0.53,"Rain, Partially cloudy",1
4/8/2012,33.4,22.8,28.7,39.5,22.8,32.1,24.4,79.7,3.5,100,79.17,24.1,253.1,1006.5,63.7,10.4,300.9,26,10,0.57,"Rain, Partially cloudy",1
5/8/2012,33.2,25,28.7,40.2,25,32.1,24.8,81.1,0,0,0,27,240.8,1006.5,42.7,10.4,225.5,19.5,7,0.6,Partially cloudy,2
6/8/2012,33,24,28.4,40.6,24,32,24.5,80.6,0.9,100,37.5,29.1,235.6,1007,41.7,10.4,262.2,22.5,8,0.63,"Rain, Partially cloudy",1
7/8/2012,33.1,25,28.4,39.4,25,31.3,24.1,79.2,2.6,100,75,38.5,235.7,1007.9,44,10.4,160.4,13.8,5,0.66,"Rain, Partially cloudy",1
8/8/2012,33,24,28.5,39.2,24,31.4,23.9,77.9,0.5,100,20.83,25.9,238.9,1007,43.3,10.4,241.8,20.8,8,0.7,"Rain, Partially cloudy",1
9/8/2012,33,26,28.4,39.2,26,31.6,24.1,78.7,4.1,100,79.17,29.5,230.7,1006.6,46.6,10.3,235.8,20.2,8,0.73,"Rain, Partially cloudy",1
10/8/2012,33.1,26,28.8,38.1,26,31.4,23.5,74.5,0,0,0,25.9,227.8,1008.1,43.8,10.4,212.8,18.4,8,0.75,Partially cloudy,2
11/8/2012,34.1,24,28.5,39.5,24,31.6,23.8,77.8,0,0,0,24.1,235.9,1009.5,44.5,10,249.7,21.7,9,0.79,Partially cloudy,2
12/8/2012,34,25,29.2,39.3,25,32.6,23.9,75.1,0,0,0,24.1,237.8,1008.2,49,9.9,213.3,18.4,7,0.82,Partially cloudy,2
13/8/2012,34.2,26,29.3,39.5,26,32.5,23.5,72.8,0,0,0,27.7,240.2,1007,41.8,10.4,227.3,19.6,8,0.86,Partially cloudy,2
14/8/2012,34,25,29.2,39.4,25,32.6,23.9,74.6,0.9,100,37.5,27.7,239.9,1006.7,49.1,10.4,203,17.5,7,0.89,"Rain, Partially cloudy",1
15/8/2012,34,25,28.9,40,25,32.2,24.1,76.8,0.6,100,20.83,30.6,240,1006.7,51.7,10.2,169.6,14.7,6,0.92,"Rain, Partially cloudy",1
16/8/2012,33,26,28.2,39.2,26,31.6,24.7,82.2,7.3,100,100,24.1,233.3,1005.6,66.6,10.4,137.3,11.8,5,0.95,"Rain, Partially cloudy",1
17/8/2012,32,23,26.4,38.8,23,28,24.5,90.1,17.9,100,79.17,25.9,232.4,1005.5,79.7,10,119.2,10.3,5,0,"Rain, Partially cloudy",1
18/8/2012,33,24,27.2,39.2,24,29.3,23.8,82.7,0,0,0,22.3,229.9,1007.6,71.7,10.3,209,18.2,7,0.02,Partially cloudy,2
19/8/2012,33,25.9,28.7,38.1,25.9,31.7,23.8,76.2,2.7,100,45.83,14.8,236.8,1008.6,50.6,10.4,161.1,13.9,6,0.06,"Rain, Partially cloudy",1
20/8/2012,34,24,28.9,39.8,24,32.5,24.1,77.1,0.4,100,16.67,16.6,251.1,1007.5,43.6,10.4,141.5,12.1,5,0.09,"Rain, Partially cloudy",1
21/8/2012,34.1,26,28.1,40.8,26,30.9,24.6,82.4,3.4,100,79.17,22.3,242,1007,58.1,10,154.8,13.3,6,0.13,"Rain, Partially cloudy",1
22/8/2012,34,23,27.6,40.7,23,30.3,24.4,84.3,4.1,100,95.83,24.5,246,1006.8,70.8,9.4,99.3,8.6,4,0.16,"Rain, Partially cloudy",1
23/8/2012,32.1,22.9,26.6,38.1,22.9,28.3,23.9,86.8,3.8,100,79.17,20.5,254.2,1006.5,72.4,10,162.6,14.1,6,0.2,"Rain, Partially cloudy",1
24/8/2012,32.8,25,27.2,39.8,25,29.3,24.9,88,1.4,100,58.33,20.5,212.1,1007.2,74.9,10.2,136.5,11.9,5,0.25,"Rain, Partially cloudy",1
25/8/2012,32.2,25,27.6,39.3,25,30.4,24.4,83.3,4.1,100,79.17,24.1,223.2,1008.6,63.7,10.5,153.1,13.2,5,0.27,"Rain, Partially cloudy",1
26/8/2012,33.1,24,27.5,39.4,24,30.2,24.3,83.8,1,100,20.83,27.7,235.8,1007.6,60.4,10.4,153.6,13.2,6,0.31,"Rain, Partially cloudy",1
27/8/2012,31.1,24,27.2,38.1,24,30.4,24.5,85.8,6.2,100,100,22.3,224.8,1006.8,61.7,10.3,178.6,15.5,6,0.34,"Rain, Partially cloudy",1
28/8/2012,30,24.2,26.4,36.2,24.2,28.1,24.3,88.4,8.4,100,79.17,20.5,215.2,1008.4,63.9,9.7,153.8,13.3,5,0.38,"Rain, Partially cloudy",1
29/8/2012,32.5,24,27.2,38.7,24,29.1,23.9,83.4,0,0,0,24.1,237.6,1009.9,54.6,10.4,128.8,11.2,4,0.41,Partially cloudy,2
30/8/2012,33.1,24,28.2,41.1,24,31.8,24.5,82,0.1,100,4.17,18.4,254.4,1009.2,53.4,10.4,205.2,17.7,7,0.45,"Rain, Partially cloudy",1
31/8/2012,32.1,22,27.4,38,22,30.2,24.5,85.5,7.2,100,79.17,22.3,246.2,1008.1,71.6,10,110.6,9.6,4,0.5,"Rain, Partially cloudy",1
1/9/2012,30,22,26.2,37.4,22,28.8,24.2,89.5,35.8,100,100,18.4,239.6,1007.5,80,9.7,112.3,9.8,4,0.52,"Rain, Partially cloudy",1
2/9/2012,30,23,25.5,36.2,23,26.6,23.8,90.5,2.7,100,79.17,32.9,233.4,1007.3,77.8,10,149.8,13,5,0.55,"Rain, Partially cloudy",1
3/9/2012,33.1,24,27.5,38.2,24,30,24,83,1.7,100,70.83,24.1,240.9,1006.7,57.5,10.3,227.3,19.7,8,0.58,"Rain, Partially cloudy",1
4/9/2012,32,24,26.4,40.6,24,28.4,24.8,91.4,9,100,100,18.4,252.1,1006.5,80.9,10.3,153.8,13.3,6,0.62,"Rain, Partially cloudy",1
5/9/2012,30,24,26.2,36.4,24,27.8,24.4,90.3,27.7,100,100,18.4,227.2,1005.7,84.1,9.9,150.7,13.1,6,0.65,"Rain, Partially cloudy",1
6/9/2012,31,24,26.8,36.5,24,28.7,23.8,84.3,9.1,100,100,24.1,191,1007.6,80.2,10.4,120.8,10.4,5,0.68,"Rain, Partially cloudy",1
7/9/2012,32,24,27.4,38.4,24,29.6,23.8,81.6,6.8,100,95.83,22.3,203.2,1010,66.8,10.1,154,13.3,5,0.71,"Rain, Partially cloudy",1
8/9/2012,33,24,28.3,38.1,24,31.7,23.9,78.9,4,100,95.83,11.2,270,1009.7,59.9,10.1,228.9,19.8,8,0.75,"Rain, Partially cloudy",1
9/9/2012,32.4,22,27,38.7,22,29.8,24.3,86.7,11.4,100,100,16.6,250.4,1008.8,60.6,10.1,99.1,8.7,3,0.78,"Rain, Partially cloudy",1
10/9/2012,31.1,22,26.3,35.7,22,27.8,23.3,84.7,19.4,100,100,14,279.1,1008.9,76.2,9.9,112,9.7,3,0.81,"Rain, Partially cloudy",1
11/9/2012,30,24,25.4,36.2,24,26.2,24,92.5,3.9,100,100,20.5,251.1,1008.8,74.7,9.5,211.9,18.2,7,0.84,"Rain, Partially cloudy",1
12/9/2012,30,24,25.8,35.1,24,27.1,24,91,4.9,100,100,38.9,234.8,1008.9,69.7,9.7,213.8,18.6,8,0.87,"Rain, Partially cloudy",1
13/9/2012,29,23.1,25.7,33.6,23.1,26.9,23.6,88.7,10.8,100,100,26.3,230.5,1008.8,82.9,9.8,142.2,12.3,5,0.91,"Rain, Partially cloudy",1
14/9/2012,33,24,27.4,38.1,24,29.6,23.9,82.6,10.4,100,100,23.4,239,1006.8,67.9,10.3,165.6,14.3,6,0.94,"Rain, Partially cloudy",1
15/9/2012,31,23,25.9,36.8,23,27.2,24,90.2,18.6,100,100,18.7,229.6,1006.8,81.3,9.6,135.3,11.7,5,0.97,"Rain, Partially cloudy",1
16/9/2012,31,23,25.7,35.5,23,27.3,23.6,89.3,17.8,100,100,25.9,222.6,1009,83,9.4,117.8,10.2,4,0,"Rain, Partially cloudy",1
17/9/2012,31.1,23,26.4,36.5,23,28.2,23.3,84,7.6,100,79.17,20.5,229.3,1009.9,75.1,10,182.2,15.8,7,0.04,"Rain, Partially cloudy",1
18/9/2012,32,23,27.1,36.8,23,29,23,79.9,1,100,41.67,19.2,257.3,1008.5,60.9,10.3,245.9,21.3,9,0.08,"Rain, Partially cloudy",1
19/9/2012,33.2,24.1,27.6,39.7,24.1,29.9,23.8,81,3.3,100,91.67,27.7,226.5,1008.5,71.5,10.3,180,15.5,6,0.11,"Rain, Partially cloudy",1
20/9/2012,32,23,26.4,36.8,23,28.1,23.3,84.9,19.8,100,100,24.1,241.2,1009.2,77.1,9.9,155.1,13.4,6,0.15,"Rain, Partially cloudy",1
21/9/2012,32,24,26.7,37.9,24,28.4,24.1,86.5,7,100,79.17,20.7,221.1,1008.8,75.7,10.1,112.8,9.9,4,0.18,"Rain, Partially cloudy",1
22/9/2012,31.1,24.7,27.4,37.2,24.7,29.9,24.1,82.8,0.2,100,8.33,25.9,229,1008.3,71.4,10.4,178.1,15.4,7,0.22,"Rain, Partially cloudy",1
23/9/2012,32,25,27.5,39.2,25,29.8,24.4,84.1,1.1,100,25,20.5,241.3,1007.1,78.5,10.4,123.8,10.6,5,0.25,"Rain, Partially cloudy",1
24/9/2012,32,24.4,26.6,37.9,24.4,28,24.3,88,7.2,100,100,27.4,241.4,1005.6,78,10.1,148.2,12.7,6,0.29,"Rain, Partially cloudy",1
25/9/2012,31.2,24,26.4,36.9,24,27.8,24.4,89.7,11.5,100,100,18.4,243,1006.2,81.1,9.7,115.5,9.9,4,0.32,"Rain, Partially cloudy",1
26/9/2012,29.2,24,25.3,33.9,24,26.1,24.1,93.5,16,100,100,14.8,218.4,1007.5,72.4,8.3,147.8,12.7,5,0.36,"Rain, Partially cloudy",1
27/9/2012,29,24,25,34.5,24,25.8,24.2,95.7,17.5,100,100,23.8,233,1007.6,79.1,7.8,129.8,11.2,5,0.4,"Rain, Partially cloudy",1
28/9/2012,26,23,24.2,26,23,24.2,23.9,98.3,21.8,100,100,14.8,257.1,1008.4,89.4,8.3,207.1,17.8,7,0.43,"Rain, Partially cloudy",1
29/9/2012,29.2,23,25.7,33.5,23,27.1,23.6,88.9,7.3,100,100,15.1,279.1,1009.1,84.2,9.1,77.5,6.5,3,0.47,"Rain, Partially cloudy",1
30/9/2012,29.2,23,25.4,33.9,23,26,24.2,93.3,21.3,100,100,14.8,247.2,1009.3,82.7,8,93.2,7.9,4,0.5,"Rain, Partially cloudy",1
1/10/2012,31,23,25,37.7,23,26,24.1,95.4,44.6,100,100,18.4,316.6,1010.3,82.1,8.1,121.3,10.4,5,0.53,"Rain, Partially cloudy",1
2/10/2012,31.1,23,26.7,35.7,23,28.8,23.5,83.8,9.4,100,100,16.6,139.3,1010.6,84.1,9.5,108.1,9.5,4,0.57,"Rain, Partially cloudy",1
3/10/2012,31,22,25.1,35.5,22,25.9,23.1,89.7,51.1,100,100,18.4,187.8,1009.5,89.1,9.3,137.1,11.9,4,0.6,"Rain, Partially cloudy",1
4/10/2012,29.2,23.4,25.8,34.3,23.4,27,24.6,93.3,7.5,100,100,16.6,198.9,1008.1,83.9,6.9,177,15.3,6,0.63,"Rain, Partially cloudy",1
5/10/2012,31,22,24.8,36.5,22,25.7,23.7,94.3,25.5,100,100,19.4,226.2,1008.8,84.8,8,167.3,14.4,7,0.67,"Rain, Partially cloudy",1
6/10/2012,28.1,23,25.4,33,23,27,24,92.1,9.1,100,95.83,16.6,308,1008.6,77.4,8.3,199.4,17.1,7,0.7,"Rain, Partially cloudy",1
7/10/2012,29.1,23,25.3,33.8,23,26.5,23.5,90.6,6.7,100,79.17,13,195.3,1007.9,77.7,9.7,142.3,12.4,5,0.73,"Rain, Partially cloudy",1
8/10/2012,31,24,26.7,35.1,24,28.4,23.6,84.4,3.4,100,66.67,14.8,148.5,1008.4,58,10.4,165.1,14.3,7,0.75,"Rain, Partially cloudy",1
9/10/2012,31,24.6,26.9,34.5,24.6,28.7,23.5,81.9,15.2,100,87.5,14.8,159.6,1009,76.5,9.9,108.1,9.3,4,0.8,"Rain, Partially cloudy",1
10/10/2012,33,23,27.2,37,23,29,23.1,80.1,5.6,100,79.17,22.3,348.7,1009.4,78,9.4,196.5,17,7,0.83,"Rain, Partially cloudy",1
11/10/2012,31.2,23,27.3,36.3,23,29.5,23.4,80.4,1.7,100,58.33,14.8,188.7,1009.4,58.7,8.9,227.9,19.7,8,0.86,"Rain, Partially cloudy",1
12/10/2012,32.3,23,27.1,38.3,23,29.1,23,79.1,6.8,100,95.83,24.1,183.5,1009.3,56.7,9.4,249.5,21.6,9,0.89,"Rain, Partially cloudy",1
13/10/2012,30,23,25.5,35.1,23,26.5,23.4,88.6,26.7,100,100,28.5,165.2,1009.6,68.4,6.4,257.3,22.2,9,0.93,"Rain, Partially cloudy",1
14/10/2012,31,23,26.2,35.5,23,27.5,23.6,86.8,17.8,100,79.17,14.8,135.5,1010.6,71.4,7.9,269.1,23.3,9,0.96,"Rain, Partially cloudy",1
15/10/2012,33,24,27.6,36.1,24,29.9,23.5,80.2,0,0,0,16.6,119.3,1011.3,63.4,9.5,266.9,23.2,9,0,Partially cloudy,2
16/10/2012,32,24,27.1,36.8,24,29,23.8,83.3,3.9,100,66.67,16.6,117.6,1011.3,57.7,10,188,16.1,7,0.02,"Rain, Partially cloudy",1
17/10/2012,32,24.1,27.7,35.6,24.1,29.7,23,77.3,0.9,100,37.5,16.6,83.5,1010.3,58.8,10.1,277.8,24,10,0.06,"Rain, Partially cloudy",1
18/10/2012,33,23,27.6,36.1,23,29.2,21.9,73.9,0,0,0,21.2,100.4,1010.4,50.2,9.4,278.4,23.9,9,0.09,Partially cloudy,2
19/10/2012,33,24.1,28,36.1,24.1,29.9,22.5,73.9,0,0,0,16.6,111.3,1010.2,52.7,9.1,269.2,23.1,9,0.13,Partially cloudy,2
20/10/2012,32.9,24,27.4,37.7,24,29.6,22.8,77.3,0.3,100,12.5,16.7,66.2,1010.3,48,9.4,259,22.4,9,0.16,"Rain, Partially cloudy",1
21/10/2012,34,24,27.6,38.3,24,29.9,23.4,79.5,0,0,0,20.5,83.4,1009.5,50.5,9.7,184.4,16.1,7,0.2,Partially cloudy,2
22/10/2012,32,24,27.3,35.8,24,29,23.3,80.9,7.2,100,75,13,75.2,1009.3,74,9.8,117.2,10.2,4,0.25,"Rain, Partially cloudy",1
23/10/2012,33,24,27.6,37,24,29.7,23.2,78.9,4.4,100,79.17,22.3,118.8,1008.6,68,9.7,190.2,16.5,7,0.27,"Rain, Partially cloudy",1
24/10/2012,32.1,23,27.7,38.5,23,30.1,23.4,79.3,3.9,100,20.83,24.1,95,1008.3,54.4,10,246.8,21.3,9,0.3,"Rain, Partially cloudy",1
25/10/2012,33.4,22,27.4,39.2,22,30.2,23.6,81.1,10.4,100,75,13,146.7,1007.8,59,10,274.9,23.7,10,0.34,"Rain, Partially cloudy",1
26/10/2012,34,24,28.2,36.5,24,29.7,21.9,71.6,0,0,0,14.8,226.1,1006.6,36.6,9.9,294.3,25.3,10,0.37,Partially cloudy,2
27/10/2012,32.1,24,28.1,37,24,31,23.9,79.5,0,0,0,13,193.7,1007.2,57.5,10.3,243,20.9,9,0.41,Partially cloudy,2
28/10/2012,33.2,25,28.1,37.6,25,30.7,23.8,78.7,0.1,100,4.17,18.4,117.2,1008.7,47.7,9.9,144.5,12.6,5,0.44,"Rain, Partially cloudy",1
29/10/2012,32.1,25,28.2,36.8,25,30.4,23.4,77.1,0.5,100,20.83,20.5,120.4,1008.4,50.1,10.4,161.6,13.9,6,0.48,"Rain, Partially cloudy",1
30/10/2012,32.8,24,27.8,38.9,24,30.7,23.8,80.2,2.5,100,79.17,19.2,117.6,1007.8,55.9,10,185.3,16,7,0.5,"Rain, Partially cloudy",1
31/10/2012,32.1,24,27.9,38,24,30.4,23.4,77.6,0,0,0,15.8,103.5,1008.9,65.6,10.3,196.2,17,7,0.55,Partially cloudy,2
1/11/2012,32,23,27.3,36.8,23,29.3,22.8,78,0,0,0,11.5,156.7,1009.5,60.3,9.9,265.9,23,9,0.58,Partially cloudy,2
2/11/2012,32.1,24,27.3,36.8,24,29.2,23.3,80.4,8.4,100,70.83,14.8,122.4,1009.2,53.8,9.9,159.9,13.9,5,0.61,"Rain, Partially cloudy",1
3/11/2012,32.1,24,28.1,36.9,24,30.3,22.9,74.8,0.2,100,8.33,14.8,110.6,1009.1,49.9,10.2,209,18.2,8,0.65,"Rain, Partially cloudy",1
4/11/2012,33,24,27.5,38.1,24,29.3,22.9,77.9,22.6,100,79.17,20.5,109.8,1009.1,53.8,9.8,214.4,18.4,7,0.68,"Rain, Partially cloudy",1
5/11/2012,32,24,26.6,37.9,24,28.5,23.9,86.2,0,0,0,17.4,23.8,1009.5,69.8,9.8,221.2,19,8,0.71,Partially cloudy,2
6/11/2012,32,24,27.6,36.8,24,30.1,23.9,81.2,0,0,0,11.9,93.9,1010,60.4,9.5,241.9,21,8,0.74,Partially cloudy,2
7/11/2012,33,24,27.9,37.9,24,30.3,23.5,78.7,0.4,100,12.5,15.1,109.9,1009,50.6,9.6,164.4,14.1,6,0.75,"Rain, Partially cloudy",1
