datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weather
19/3/2016,34,24.9,28.6,36.5,24.9,29.9,20.7,64.3,0,0,0,18.4,147.9,1010.1,35.5,10.3,317.9,27.4,10,0.35,Partially cloudy,2
20/3/2016,34,25.8,29.1,37,25.8,31.2,21.9,66.8,0,0,0,20.5,151.7,1010.3,40.6,10.3,304.6,26.3,10,0.39,Partially cloudy,2
21/3/2016,34,25.9,29.2,37.3,25.9,31.6,22,66.5,0,0,0,20.5,153.3,1009.4,45.8,10.3,301.8,26,10,0.42,Partially cloudy,2
22/3/2016,34,25.9,29.1,36.5,25.9,30.9,21.2,64.1,0,0,0,22.3,153.6,1008.7,37.9,10.3,296.8,25.6,10,0.46,Partially cloudy,2
23/3/2016,35,25.9,29.2,39.5,25.9,31.8,21.8,65.3,0,0,0,16.6,155.8,1009.9,37.4,10.2,293.9,25.3,10,0.5,Partially cloudy,2
24/3/2016,34,26,29.3,37.3,26,31.4,21,62.5,0,0,0,20.5,148.1,1011.5,40.5,10.4,302.6,26.2,10,0.52,Partially cloudy,2
25/3/2016,37,26,29.9,37.4,26,31.4,19.7,57,0,0,0,24.1,122.3,1013.3,27.2,10.3,309.2,26.7,10,0.56,Partially cloudy,2
26/3/2016,34,25,29.2,35.9,25,30.9,20.7,62,0,0,0,24.1,129.2,1013.8,39.5,10.3,258,22.5,9,0.59,Partially cloudy,2
27/3/2016,36,25,29.8,36.9,25,31.1,19.3,54.7,0,0,0,18.4,112.3,1013.4,35.4,10.2,287.2,25,10,0.62,Partially cloudy,2
28/3/2016,35,24,28.8,35.7,24,29.5,18.6,56.1,0,0,0,18.4,120.6,1013.6,30,10.7,288.8,24.9,10,0.66,Partially cloudy,2
29/3/2016,35,25,28.6,36.3,25,29.3,18.8,57.1,0,0,0,20.9,123.2,1013.7,34.6,10,298.3,25.7,10,0.69,Partially cloudy,2
30/3/2016,34.8,25,28.9,36.2,25,29.6,18.4,55.1,0,0,0,18.4,135.9,1013.3,32,10.4,307.3,26.6,10,0.72,Partially cloudy,2
31/3/2016,34,25.9,29,37.3,25.9,30.7,21,63.3,0,0,0,19.9,150.7,1011.8,34.5,10.4,306.8,26.6,10,0.75,Partially cloudy,2
1/4/2016,35,26,29.6,37.7,26,31.5,20.8,60.8,0,0,0,18.4,137.3,1010.4,32.3,10.4,301,25.9,10,0.79,Partially cloudy,2
2/4/2016,34,26,29.3,36.5,26,31.1,21.1,63.5,0,0,0,22.3,146.9,1011.2,37.9,10.3,298.8,25.7,10,0.82,Partially cloudy,2
3/4/2016,34,26,29.2,37.5,26,31.7,22.2,67.4,0,0,0,18.4,147.1,1011.4,35.7,10.3,291.8,25.2,10,0.86,Partially cloudy,2
4/4/2016,34,26.9,29.5,36.5,29.5,32.3,22.1,66.1,0,0,0,16.6,156.5,1010.4,53.5,10.3,280.5,24.3,10,0.89,Partially cloudy,2
5/4/2016,34,26.9,29.4,36.5,29.5,31.9,21.5,64.2,0,0,0,20.5,150.7,1010.2,47,10.2,190.9,16.4,8,0.92,Partially cloudy,2
6/4/2016,34,26.9,29.2,36.5,29.1,31.7,21.7,65.4,0,0,0,18.4,151.8,1010.2,36.7,10.7,290.8,25,10,0.96,Partially cloudy,2
7/4/2016,34,26.9,29.7,37.3,29.1,32.1,21.3,62.5,0,0,0,18.4,150.6,1010.2,33.4,10.3,300.8,26.1,10,0,Partially cloudy,2
8/4/2016,34,26.9,29.9,38.3,30,33.2,22.6,67.2,0,0,0,16.6,154.4,1010.1,49.9,10.3,302.7,26.3,10,0.02,Partially cloudy,2
9/4/2016,34,27,30.1,36.5,29.6,32.6,21.1,60.8,0,0,0,18.4,150.6,1010.1,43.4,10.3,308.6,26.6,10,0.06,Partially cloudy,2
10/4/2016,37,25.6,30.2,40.1,25.6,32.9,21.9,63.1,0,0,0,18.4,174.1,1009.6,34.1,10.7,314,27.3,10,0.09,Partially cloudy,2
11/4/2016,35,27.9,30.4,41.9,30.6,34.9,23.3,66.6,0,0,0,20.5,181.2,1008.1,57.3,10.2,293.5,25.2,10,0.13,Partially cloudy,2
12/4/2016,36,28,30.6,41.9,31.9,35.4,23.8,68.2,0,0,0,22.3,171.8,1007.4,46,10.2,273.4,23.6,10,0.16,Partially cloudy,2
13/4/2016,37,28,31.2,39.8,31.9,36,23.4,65.4,0,0,0,18.7,193.5,1006.9,44.9,10.3,304.4,26.4,10,0.19,Partially cloudy,2
14/4/2016,37,27.9,31.2,40.7,32.6,36.1,23.6,66.5,0,0,0,17,197.4,1008.2,49.8,10.2,313.1,27,10,0.25,Partially cloudy,2
15/4/2016,37,27.9,31.2,41.9,31.9,35.8,23.3,65.2,0.1,100,4.17,24.1,188.5,1009.1,42.3,10.1,283.6,24.6,9,0.26,"Rain, Partially cloudy",1
16/4/2016,37,27.9,31,41,31.9,35.8,23.6,66.2,0,0,0,22.3,184.1,1008.8,41,10.3,255.9,22,8,0.3,Partially cloudy,2
17/4/2016,36,27.9,31,38.9,31.9,34.7,22.3,61.4,0,0,0,19.9,153.8,1009.1,47.3,10.3,261.3,22.5,9,0.33,Partially cloudy,2
18/4/2016,36,27.9,31.3,41.9,31.9,36.1,23.5,64.8,0.2,100,8.33,20.5,154.2,1009.4,47.7,10.3,255.7,22,8,0.36,"Rain, Partially cloudy",1
19/4/2016,37,28,31.6,40.1,31.2,35.3,22.1,59.2,0,0,0,21.6,126.4,1010,46.3,10.3,303.3,26.1,10,0.4,Partially cloudy,2
20/4/2016,38,28,32,41,29.6,34.5,20.4,51.6,0,0,0,20.5,134.5,1009.7,45.7,10.3,298.5,25.9,9,0.43,Partially cloudy,2
21/4/2016,36,28,31.3,39.9,31.2,35.3,22.5,61.1,0,0,0,24.1,149.3,1009.3,42.9,10.3,308.1,26.8,10,0.47,Partially cloudy,2
22/4/2016,36,28,31.3,38.9,31.2,34.2,21.3,57.5,0,0,0,18.4,160.2,1008.7,41.2,10.3,306.3,26.3,10,0.5,Partially cloudy,2
23/4/2016,36,27.9,31.2,38.1,31.2,34.3,21.5,59.1,0,0,0,18.4,162.8,1008.3,51.5,10.3,313.5,27,10,0.53,Partially cloudy,2
24/4/2016,36,27.9,31.1,38.5,31.9,34.8,22.3,61.6,0,0,0,17.7,159.7,1007.6,43.8,10.3,314.3,27.1,10,0.57,Partially cloudy,2
25/4/2016,37,27.9,31.8,39.3,31.8,35.7,22.3,60.1,0,0,0,18.4,161.4,1008.3,39,10.3,305.1,26.3,10,0.6,Partially cloudy,2
26/4/2016,37,28.9,31.9,40.1,33.6,36.1,22.5,60.2,0,0,0,22.3,157.6,1008.5,52.9,10.3,303.8,26.2,10,0.64,Partially cloudy,2
27/4/2016,36,26,31.1,41.9,26,35.8,23.2,64.1,0,0,0,20.5,186.3,1007.6,45.5,10.2,290.8,25.1,10,0.67,Partially cloudy,2
28/4/2016,37,28.9,31.8,42,33.6,37.1,23.6,62.9,0,0,0,22.3,172.3,1007.7,43.9,10.3,171.2,14.6,6,0.71,Partially cloudy,2
29/4/2016,35,29,31.5,40.8,33.2,36,22.8,60.8,0.1,100,4.17,20.5,166.4,1009,46.5,10.3,294.6,25.5,10,0.74,"Rain, Partially cloudy",1
30/4/2016,36,27,31.2,39.8,29.2,34.3,21.6,58.5,0,0,0,16.6,144.9,1008.7,40.3,9.9,274.7,23.7,9,0.75,Partially cloudy,2
1/5/2016,36,28.9,31.8,40.8,32.7,35.7,22.2,58.2,0,0,0,22.3,160.2,1008.6,48.2,10.3,270.3,23.5,9,0.81,Partially cloudy,2
2/5/2016,36,28.9,31.9,41.9,33.6,37,23.3,62,0,0,0,20.5,152.2,1008.8,55.3,10.3,305.9,26.5,10,0.84,Partially cloudy,2
3/5/2016,37,28.8,32,42.3,32.7,37.3,23.5,62.4,0.2,100,8.33,22.3,151.8,1008.6,54.4,10.6,241,20.8,9,0.88,"Rain, Partially cloudy",1
4/5/2016,37,28.9,32.3,43.2,33.6,37.7,23.6,61.7,0,0,0,24.1,149.4,1008.4,51.6,10.3,257.4,22,9,0.91,Partially cloudy,2
5/5/2016,37,29,32.3,44.5,34.5,38.5,24.2,63.2,0.1,100,4.17,22.3,135.4,1008,42.8,10.2,215.6,18.7,8,0.95,"Rain, Partially cloudy",1
6/5/2016,37,29,31.7,43.2,34.5,38.1,24.6,67,0.4,100,16.67,29.5,142.8,1008,61,9.8,214.2,18.2,7,0.98,"Rain, Partially cloudy",1
7/5/2016,36.8,28,32.1,42,31.9,37.1,23.2,60.8,0.1,100,4.17,20.5,138.5,1007.4,49.3,10.3,308.8,26.7,10,0,"Rain, Partially cloudy",1
8/5/2016,36.8,29.9,32.1,43.2,35.1,38,24,63.3,0.6,100,25,20.5,149.3,1008.7,53.4,10.3,284.7,24.5,9,0.05,"Rain, Partially cloudy",1
9/5/2016,37,29,32.2,42,33.6,38,23.9,63,0.4,100,16.67,18.4,155.5,1008.7,53.7,10.3,295.8,25.4,10,0.08,"Rain, Partially cloudy",1
10/5/2016,36,29.9,32.3,40.8,35.1,37.4,23.4,60.7,0,0,0,16.6,155.6,1007.8,49.8,10.7,258.1,22.2,9,0.11,Partially cloudy,2
11/5/2016,37,29.9,32.1,43.3,35.1,37.7,23.8,62.2,0.4,100,12.5,22.3,159.1,1006.3,56.1,10,282,24.4,9,0.15,"Rain, Partially cloudy",1
12/5/2016,36,29.9,31.9,41.9,35.1,37,23.4,61.5,0.6,100,25,20.5,157,1006.4,57.5,10.3,233.2,20.1,8,0.18,"Rain, Partially cloudy",1
13/5/2016,37,28.9,32.2,41.3,33.6,36.9,22.9,59.7,1.3,100,37.5,16.6,151.4,1007.3,49.1,10.7,298.4,25.8,10,0.21,"Rain, Partially cloudy",1
14/5/2016,37.7,29,32.3,42.3,33.6,37.9,23.7,61.7,8,100,4.17,22.3,135.5,1008.5,51.1,10.2,273.1,23.6,9,0.25,"Rain, Partially cloudy",1
15/5/2016,37,29,32.5,43.2,32.7,38,23.6,60.6,0.4,100,16.67,22.3,135.8,1008,54.9,10.3,217.9,18.8,7,0.28,"Rain, Partially cloudy",1
16/5/2016,36,27,30.1,40.9,29.6,34.4,23.4,68.7,3.2,100,8.33,22.3,123.3,1007.9,66.3,9.2,124.5,10.7,4,0.31,"Rain, Partially cloudy",1
17/5/2016,37,25,30.1,40.6,25,35,24.5,74.4,0.1,100,4.17,25.9,105.4,1007.8,64.8,8.5,114.8,9.9,4,0.34,"Rain, Partially cloudy",1
18/5/2016,33.1,25,28.3,41.8,25,32.7,25.1,83.4,2,100,4.17,22.3,112.3,1008.6,75.5,8.2,157.5,13.5,5,0.38,"Rain, Partially cloudy",1
19/5/2016,34,27,29.3,40.6,30.2,34,24.1,74.1,0.7,100,29.17,22.9,229.5,1007.6,68.6,9.2,237.7,20.5,8,0.41,"Rain, Partially cloudy",1
20/5/2016,35,27,30.4,40.6,29.6,35.3,23.8,69,1.5,100,50,20.9,206.4,1006.8,57.4,10.1,171.5,14.8,6,0.44,"Rain, Partially cloudy",1
21/5/2016,35.8,27,30.5,42,29.6,35.9,24.4,71.2,18.5,100,66.67,18.4,270.7,1007,62.6,9.2,112.8,9.7,4,0.48,"Rain, Partially cloudy",1
22/5/2016,35,27,29.2,41.9,29.6,34.1,24.5,76.9,15.6,100,12.5,25.9,272.3,1008.1,68.2,9.2,96.5,8.3,3,0.5,"Rain, Partially cloudy",1
23/5/2016,36,26.9,30.5,40.8,29.5,34.9,23.4,67.4,1.2,100,41.67,20.5,271.1,1007.8,68.1,10.3,155.1,13.4,5,0.55,"Rain, Partially cloudy",1
24/5/2016,35,26,29,41.9,26,32.8,23.8,74.6,7,100,4.17,37.1,244.1,1007.1,62.9,10.3,133.3,11.4,5,0.58,"Rain, Partially cloudy",1
25/5/2016,34,25.9,29.3,40.6,25.9,33,23.9,74,4.9,100,8.33,29.7,249.8,1006.5,70.3,9.9,128.9,11.1,4,0.62,"Rain, Partially cloudy",1
26/5/2016,35,27.9,30.1,41.9,31.9,35.2,24.2,72.1,6.3,100,4.17,27.7,243.4,1006.9,64.9,9.7,136.9,11.9,5,0.65,"Rain, Partially cloudy",1
27/5/2016,33,24,27.4,40.7,24,30.3,24.6,85.9,40.5,100,8.33,20.9,220.3,1008.2,85.9,9,121.2,10.4,5,0.69,"Rain, Partially cloudy",1
28/5/2016,34,25.9,29.3,39.3,25.9,33,24.5,77.4,1,100,4.17,18.4,230.4,1008.2,61.8,10.3,176.1,15.2,6,0.72,"Rain, Partially cloudy",1
29/5/2016,34,26,29.8,39.3,26,33.8,23.4,69.6,8.5,100,62.5,20.9,238.6,1007.5,60,10.3,144.7,12.4,6,0.75,"Rain, Partially cloudy",1
30/5/2016,34,24,27.9,39.3,24,31,24.5,83.6,9,100,4.17,20.5,216.3,1008.5,74.8,9.1,134.2,11.5,4,0.79,"Rain, Partially cloudy",1
31/5/2016,33.6,24,27.8,47.4,24,33.2,26.5,93.1,3,100,4.17,13,209.3,1009.6,55.6,9.3,152.3,13.1,5,0.83,"Rain, Partially cloudy",1
1/6/2016,35,26,30,44.2,26,36.1,25.7,80.3,0.9,100,37.5,19.6,215.7,1009.8,63.3,9.7,148.4,12.9,5,0.86,"Rain, Partially cloudy",1
2/6/2016,35,27,30.5,41.9,31.8,37.3,25.7,78,0,0,0,29.4,205.3,1008.5,49.6,10.3,162.4,14,6,0.9,Partially cloudy,2
3/6/2016,35,26.9,29.2,40.6,31.4,35.2,26.1,85.4,0.3,100,4.17,24.1,223,1009.3,46.3,9.7,163.4,14.1,6,0.93,"Rain, Partially cloudy",1
4/6/2016,35,26,29.6,43.5,26,35.1,25.8,82.2,1,100,41.67,27.7,231.9,1009.5,65.4,10.2,159.8,13.9,5,0.97,"Rain, Partially cloudy",1
5/6/2016,35,26,30.5,43.5,26,38,26.4,81.3,2,100,8.33,20.5,225.6,1009.2,54.8,10.2,156.7,13.3,6,0,"Rain, Partially cloudy",1
6/6/2016,36,26.8,30.2,43.5,30,37,26.1,81.2,27.3,100,4.17,22.5,258.3,1009.1,66.9,9.6,161.6,14,6,0.04,"Rain, Partially cloudy",1
7/6/2016,34,25,28.1,44.3,25,34.1,26.8,93.7,10.2,100,8.33,18.4,242,1009.8,68.6,9,137.3,11.9,5,0.07,"Rain, Partially cloudy",1
8/6/2016,34,25,28.5,43.8,25,33.5,25.8,86.5,0.4,100,16.67,22.3,267.7,1008.9,59.5,9.8,171,14.8,6,0.1,"Rain, Partially cloudy",1
9/6/2016,34,26,29.6,40.5,26,34.4,25.1,78.8,0.2,100,8.33,22.3,275.7,1008.9,60.3,10.1,200.2,17.1,7,0.13,"Rain, Partially cloudy",1
10/6/2016,36,27,31.3,42.3,31.2,37.7,25,71.4,0,0,0,20.5,247.1,1008.2,54.4,10.3,171.4,14.8,6,0.17,Partially cloudy,2
11/6/2016,36,27,30.5,43.2,30.6,37.2,25.7,77.7,0.9,100,37.5,16.6,256.8,1008.1,58,9.7,123.1,10.6,5,0.2,"Rain, Partially cloudy",1
12/6/2016,32,27,28.9,40.6,30.6,35.1,25.9,84.4,3.5,100,8.33,20.5,227.6,1008.9,80.8,9.6,184,15.8,6,0.25,"Rain, Partially cloudy",1
13/6/2016,34,26,29.3,41.9,26,34.5,25.5,81.9,0.1,100,4.17,22.3,251.5,1008.4,72.5,9.9,189.6,16.5,6,0.26,"Rain, Partially cloudy",1
14/6/2016,34,27,29.8,42.1,31.2,36.3,26,82,1.1,100,8.33,20.5,249.6,1007.6,77,8.9,147.3,12.7,6,0.3,"Rain, Partially cloudy",1
15/6/2016,32,26.4,28,42,26.4,32.8,25.4,86.1,38,100,12.5,24.1,221.8,1007.3,78.9,10.2,165.1,14.4,6,0.33,"Rain, Partially cloudy",1
16/6/2016,32.8,26,28,40.3,26,31,24.9,84.5,18.3,100,4.17,18.4,240.3,1007.2,74.8,9.6,189.5,16.2,7,0.36,"Rain, Partially cloudy",1
17/6/2016,33,24,28.8,38.1,24,32.5,24.5,79.3,1,100,4.17,11.2,276.1,1007.9,47.7,9.9,150.5,13,5,0.39,"Rain, Partially cloudy",1
18/6/2016,34,25,28.8,40.6,25,32.8,24.6,79.4,0.9,100,25,25.9,312.3,1008.6,58.2,9.5,188,16.4,6,0.43,"Rain, Partially cloudy",1
19/6/2016,32,25,27.3,37.9,25,29.7,24.3,84.3,7.4,100,54.17,16.6,198.2,1007.9,63.5,9.2,158.9,13.8,6,0.46,"Rain, Partially cloudy",1
20/6/2016,32,24,26.5,39.2,24,28.1,24.6,90.2,35,100,12.5,25.9,82.6,1006.9,84,8.6,163.8,14.2,5,0.5,"Rain, Partially cloudy",1
21/6/2016,32,25,28.2,37.8,25,31.6,24.5,81.8,0.2,100,4.17,14.8,226.3,1006.8,71,9,117.8,10.3,3,0.53,"Rain, Partially cloudy",1
22/6/2016,33,25,27.7,37.9,25,30.1,24.6,84.8,14.8,100,66.67,25.9,232.4,1007.6,78.5,9.4,173.3,14.9,6,0.56,"Rain, Partially cloudy",1
23/6/2016,30,25,27,35.1,25,29.1,24.3,86,1,100,4.17,19.9,245.2,1008,80.7,9.6,185.4,15.8,6,0.6,"Rain, Partially cloudy",1
24/6/2016,29.9,24,26.2,37.1,24,27.4,24.7,91.7,14,100,4.17,13,244.2,1008.2,75,8.6,174.9,15,6,0.63,"Rain, Partially cloudy",1
25/6/2016,33,25,28.3,38.1,25,30.8,23.7,77.9,6.4,100,70.83,18.4,257.8,1008.6,66.4,9.6,205.7,17.7,7,0.67,"Rain, Partially cloudy",1
26/6/2016,30.9,25,26.6,38.9,25,28.4,24.9,90.7,9,100,8.33,29.5,253.6,1008,76.8,8.5,134.3,11.6,5,0.71,"Rain, Partially cloudy",1
27/6/2016,31,24,26.4,39.1,24,28,24.7,91.1,23.5,100,8.33,31.7,263.6,1007,82.4,7.9,137.5,12,5,0.74,"Rain, Partially cloudy",1
28/6/2016,30,24.9,27.1,35.1,24.9,29.5,24.2,84.7,2,100,4.17,20.5,244,1007.4,84.6,9.8,114.5,9.8,4,0.75,"Rain, Partially cloudy",1
29/6/2016,31,25,27.8,36.5,25,30.2,23,76,2.4,100,50,38.9,245.1,1009.3,58.8,10.3,235.1,20.4,8,0.81,"Rain, Partially cloudy",1
30/6/2016,33,25,28.7,38.1,25,31.4,23.4,75.3,0.1,100,4.17,19.6,249.5,1009.4,60.6,9.6,153.3,13.2,5,0.85,"Rain, Partially cloudy",1
1/7/2016,33,24,28.6,40.6,24,32.3,23.8,76.1,0.5,100,20.83,18.4,266.7,1008.7,47.8,10.3,218.9,18.8,7,0.88,"Rain, Partially cloudy",1
2/7/2016,34,25,28.3,39.3,25,31.5,24.1,79.2,3,100,4.17,14.8,248.1,1009.6,66,9.7,151,12.9,5,0.92,"Rain, Partially cloudy",1
3/7/2016,34,25,29.4,40.6,25,33.4,24.4,76,0,0,0,14.8,283.2,1009.7,52.5,9.1,128,11.2,4,0.96,Partially cloudy,2
4/7/2016,35,24,30.1,41.9,24,36,25,75.7,0.2,100,8.33,20.5,257.9,1007.9,53.1,9.9,188.9,16.3,7,0,"Rain, Partially cloudy",1
5/7/2016,34,24,28.2,39.3,24,30.7,23.1,75.1,6.2,100,58.33,28.1,278.8,1007,68,9.8,164,14.1,5,0.02,"Rain, Partially cloudy",1
6/7/2016,31,24,27.6,35.6,24,30.1,23.9,81,0.1,100,4.17,24.1,245.2,1007.1,79.1,10.2,243.7,21.1,8,0.06,"Rain, Partially cloudy",1
7/7/2016,32,24.9,28.1,36.8,24.9,30.7,23.9,79,2.2,100,8.33,24.1,251.5,1007.2,63.6,9.9,206.3,17.8,7,0.09,"Rain, Partially cloudy",1
8/7/2016,33,25,28.5,38.1,25,31.4,23.4,75.3,2.6,100,66.67,29.4,254.6,1007.2,65.9,10.3,139.6,12.1,5,0.12,"Rain, Partially cloudy",1
9/7/2016,34,26,28.9,39.3,26,32.4,24.3,77.9,3,100,58.33,25.9,258.5,1006.9,74.5,10.2,163.5,14.1,6,0.15,"Rain, Partially cloudy",1
10/7/2016,31,26,28.1,35.5,26,31.2,24.2,80.3,1,100,4.17,29.5,252.2,1006.7,80.5,10.2,143,12.4,5,0.19,"Rain, Partially cloudy",1
11/7/2016,33,25.5,28.1,39.2,25.5,31.4,24.1,79.4,12.7,100,62.5,25.9,234.6,1007.1,66.9,10.3,134.5,11.7,4,0.22,"Rain, Partially cloudy",1
12/7/2016,34,25,28.5,39.2,25,31.7,23.7,76.1,3.2,100,62.5,22.3,243.7,1007.1,57.7,10.3,142.7,12.6,5,0.25,"Rain, Partially cloudy",1
13/7/2016,34,26,29.3,40.6,26,33.6,24.3,75.4,0.7,100,4.17,17.7,233.2,1006.6,58.6,10.2,189,16.2,6,0.28,"Rain, Partially cloudy",1
14/7/2016,36,25,29.2,40.8,25,32.7,24,76.1,2,100,4.17,35.3,223.6,1007.1,77.3,9.4,198.7,17.1,7,0.31,"Rain, Partially cloudy",1
15/7/2016,32.9,25.9,28.2,39,25.9,31.6,24.5,81.6,6,100,8.33,25.8,217.1,1008,66.4,10.2,134.1,11.6,4,0.35,"Rain, Partially cloudy",1
16/7/2016,33,25.9,28.6,40.6,25.9,31.8,24.1,78.1,0,0,0,21.2,259.4,1009.1,62.4,9.8,136.1,11.6,4,0.38,Partially cloudy,2
17/7/2016,34,26,29,41.9,26,33,24.6,78.7,0.4,100,4.17,24.1,238.7,1009,67,9.7,164.8,14.1,5,0.41,"Rain, Partially cloudy",1
18/7/2016,34,24.4,28.4,39.3,24.4,31.5,24.1,79.4,0.4,100,12.5,28.1,227.7,1007.6,71.6,9.7,110.2,9.5,4,0.44,"Rain, Partially cloudy",1
19/7/2016,33.9,24,27.9,40.6,24,30.5,24.1,81.4,0.9,100,25,17.3,216.4,1007.3,60.1,9.9,133.1,11.5,4,0.48,"Rain, Partially cloudy",1
20/7/2016,32,26,28.5,37.9,26,32.1,24.5,79.7,1,100,41.67,14.8,184.8,1008.2,60.4,9,128.9,11.2,4,0.5,"Rain, Partially cloudy",1
21/7/2016,33.8,25,28.4,38,25,31.6,24.4,80.3,0.4,100,8.33,14.8,158.9,1009.2,59.9,8.7,196.5,16.9,6,0.55,"Rain, Partially cloudy",1
22/7/2016,32,24,28,39.2,24,31.3,24.3,81.3,5,100,4.17,22.3,155.8,1009.2,60.8,9.4,135.6,11.6,5,0.58,"Rain, Partially cloudy",1
23/7/2016,32,26,27.6,39.2,26,30.7,24.8,85.4,1.2,100,50,12.4,286.8,1009.1,67.9,8.1,171.2,14.8,5,0.62,"Rain, Partially cloudy",1
24/7/2016,34,24,28.5,40.6,24,31.6,24.3,80.5,0.8,100,12.5,27.7,254.2,1008.4,56.7,8.8,260.9,22.7,9,0.65,"Rain, Partially cloudy",1
25/7/2016,34,24,28.2,38.3,24,30.9,23.3,77,0.1,100,4.17,13,306,1008.4,58.9,9.2,167.8,14.5,6,0.69,"Rain, Partially cloudy",1
26/7/2016,31,24,26.6,37.7,24,28.2,24.4,88.3,18.3,100,8.33,24.2,257.1,1007.8,89.1,9.2,107.6,9.3,4,0.72,"Rain, Partially cloudy",1
27/7/2016,32.1,24,26.8,37,24,28.5,23.5,83.9,16.9,100,8.33,22.3,234,1008.1,76,9.3,228.5,19.8,8,0.75,"Rain, Partially cloudy",1
28/7/2016,32,25,27.2,36.8,25,29.4,23.8,83.1,10,100,8.33,14.8,211.7,1007.9,77.4,9.5,175.8,15,6,0.8,"Rain, Partially cloudy",1
29/7/2016,33,25,27.6,37,25,29.3,23.7,80.9,13.3,100,8.33,25.9,254.5,1008.4,68.9,9.9,143.7,12.6,4,0.83,"Rain, Partially cloudy",1
30/7/2016,34,24.2,28.7,39.3,24.2,31.4,23.8,76.9,2.2,100,54.17,27.7,276.8,1007.8,78.7,10,212.8,18.3,7,0.87,"Rain, Partially cloudy",1
31/7/2016,32.9,25,28.5,37.9,25,31.3,23.4,75.5,2.1,100,41.67,24.8,310.8,1006.6,69.9,10.7,217.8,18.8,8,0.9,"Rain, Partially cloudy",1
1/8/2016,31,25.4,27.8,39.1,25.4,31.5,24.8,84,21.4,100,8.33,16.6,284.5,1005,65.9,9.2,143,12.6,6,0.94,"Rain, Partially cloudy",1
2/8/2016,31,25,27.4,39.1,25,30.5,25.3,88.7,28,100,8.33,22.3,263.2,1003.8,78.2,8.1,81.3,7,3,0.98,"Rain, Partially cloudy",1
3/8/2016,30,23,27.2,36.1,23,29.8,24.1,83.9,4,100,4.17,24.1,246,1005.1,79.5,9.4,143.2,12.4,5,0,"Rain, Partially cloudy",1
4/8/2016,31,25,27.1,37.7,25,29.5,24.1,84,4.3,100,66.67,19.6,241.1,1006.6,68.2,9.9,177.5,15.2,6,0.04,"Rain, Partially cloudy",1
5/8/2016,31,25,27.1,36.5,25,30.2,24.8,88,10,100,4.17,20.5,241.7,1008,74.4,9.4,145.8,12.5,6,0.08,"Rain, Partially cloudy",1
6/8/2016,32,24,27.3,39.2,24,30,24.2,84.5,9.4,100,4.17,25.9,249.7,1007.8,64.9,9.3,225.7,19.4,8,0.11,"Rain, Partially cloudy",1
7/8/2016,33,25,28.3,38.1,25,31.2,24,79,0.5,100,4.17,27.7,261.7,1007.8,82.2,9.6,197.8,17.2,7,0.14,"Rain, Partially cloudy",1
8/8/2016,30.9,25,27.8,37.5,25,31.2,24.3,81.9,9,100,4.17,24.5,247.7,1008.5,80.7,10.2,243.9,21.1,8,0.17,"Rain, Partially cloudy",1
9/8/2016,33,26,28.8,40.6,26,33.4,24.7,79.3,1.6,100,20.83,25.9,251.2,1007.3,55.2,10.1,180.8,15.5,6,0.2,"Rain, Partially cloudy",1
10/8/2016,34,24,28.3,39.3,24,31.7,24.2,80.3,10.9,100,66.67,25.9,263.6,1006.7,72.7,9.8,189.8,16.3,7,0.24,"Rain, Partially cloudy",1
11/8/2016,32,25,27.9,37.7,25,31.3,24.5,83.1,23,100,4.17,31.7,247.9,1006.9,83.3,9.6,166.2,14.4,6,0.25,"Rain, Partially cloudy",1
12/8/2016,33,26,28.7,40.6,26,33.2,25.2,82,0.2,100,4.17,29.5,248.7,1006.8,58.3,10,199.1,17.2,7,0.3,"Rain, Partially cloudy",1
13/8/2016,32,27,28.6,39.2,30.6,33.7,25.4,83.6,2.1,100,62.5,29.5,241.8,1006.4,61.9,10.2,157.9,13.5,5,0.33,"Rain, Partially cloudy",1
14/8/2016,33,26,28.8,40.6,26,33.8,25.1,80.8,0.7,100,4.17,29.5,245.8,1005.3,50.2,10.1,206.1,18,7,0.37,"Rain, Partially cloudy",1
15/8/2016,32,26.3,28.9,39.2,26.3,33.5,24.7,78.7,11,100,8.33,33.5,245,1005.2,53.4,10.3,160.6,13.8,6,0.4,"Rain, Partially cloudy",1
16/8/2016,33,27,28.7,39.2,30.1,33.2,24.5,78.4,0.1,100,4.17,29.5,243.1,1005.6,65.2,10.3,207.7,18,7,0.43,"Rain, Partially cloudy",1
17/8/2016,33,27,29.2,39.2,30.5,34.3,24.8,77.7,10,100,4.17,31.7,239.7,1005.6,66.8,10.2,153.2,13.1,6,0.46,"Rain, Partially cloudy",1
18/8/2016,32,26,28.3,39,26,32.9,25,83.2,2,100,4.17,31.3,240.5,1004.1,83.6,10.1,141.7,12.3,5,0.5,"Rain, Partially cloudy",1
19/8/2016,32,27,29.2,37.9,30.5,34,24.5,76.8,2.7,100,54.17,33.5,237,1004.4,78.9,10.3,122.6,10.6,4,0.53,"Rain, Partially cloudy",1
20/8/2016,32,26.9,28.6,39,30.4,33.3,24.9,81.1,1,100,4.17,20.5,234.7,1006.3,61.7,10,217,18.7,8,0.56,"Rain, Partially cloudy",1
